Category,Description
1,sterile supply Medical Equipment Preparers Administration of Human Resource Programs 
1,"order assembly pick load distance Stock Clerks- Stockroom, Warehouse, or Storage Yard Merchant Wholesalers, Nondurable Goods "
1,patient care technician certified nurse aide prn Nursing Assistants Administration of Human Resource Programs 
2,"regional account director Sales manager Professional, Scientific, and Technical Services"
3,director regional marketing Marketing manager Broadcasting (except Internet)
1,technologist Medical and Clinical Laboratory Technologists Broadcasting (except Internet)
1,licensed practical nurse graduate Licensed Practical and Licensed Vocational Nurse Hospitals
1,junior copywriter Copy Writers Administrative and Support Services
1,senior area manager General and Operations manager Beverage and Tobacco Product Manufacturing
1,seasonal registered nurse Registered Nurse Administration of Human Resource Programs 
1,respiratory therapist registered respiratory therapist Respiratory Therapists Hospitals
1,radiology technician Radiologic Technicians Administration of Human Resource Programs 
2,territory manager Sales manager Beverage and Tobacco Product Manufacturing
1,ct pet technician Radiologic Technicians Administration of Human Resource Programs 
1,director Chief Executives Administrative and Support Services
2,director sales bus accounts Sales manager Broadcasting (except Internet)
1,"order assembly pick load coolr Stock Clerks- Stockroom, Warehouse, or Storage Yard Merchant Wholesalers, Nondurable Goods "
1,"director Chief Executives Professional, Scientific, and Technical Services"
1,radiology technician Radiologic Technicians Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,pharmacy technician Pharmacy Technicians Administration of Human Resource Programs 
2,"school route driver small Bus Drivers, School or Special Client Merchant Wholesalers, Nondurable Goods "
1,senior editor Editors Administrative and Support Services
1,"broadband technician senior Telecommunications Equipment Installers and Repairers, Except Line Installers Broadcasting (except Internet)"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,"account executive Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Religious, Grantmaking, Civic, Professional, and Similar Organizations"
1,"case dock laborer Laborers and Freight, Stock, and Material Movers, Hand Merchant Wholesalers, Nondurable Goods "
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,system technician ii Network and Computer Systems Administrators Broadcasting (except Internet)
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"bagger debagger Packers and Packagers, Hand Merchant Wholesalers, Nondurable Goods "
3,brand director Marketing manager Administrative and Support Services
1,"blowmold operator Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic Merchant Wholesalers, Nondurable Goods "
1,office manager First-Line Supervisors of Office and Administrative Support Workers Hospitals
2,supervisor store First-Line Supervisors of Retail Sales Workers Broadcasting (except Internet)
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"quality assurance technician Industrial Engineering Technicians Merchant Wholesalers, Nondurable Goods "
1,"senior utility operator cooler Cooling and Freezing Equipment Operators and Tenders Merchant Wholesalers, Nondurable Goods "
1,staff registered nurse prn Registered Nurse Administration of Human Resource Programs 
1,"chief executive officer Chief Executives Professional, Scientific, and Technical Services"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,care nurse ii Registered Nurse Administration of Human Resource Programs 
2,"account director Sales manager Professional, Scientific, and Technical Services"
1,physician Family and General Practitioners Administration of Human Resource Programs 
2,"associate Retail Salespersons Professional, Scientific, and Technical Services"
1,"executive coordinator Executive Secretaries and Executive Administrative Assistants Professional, Scientific, and Technical Services"
1,registered nurse surgery Registered Nurse Hospitals
1,"order assembly pick load coolr Stock Clerks- Stockroom, Warehouse, or Storage Yard Merchant Wholesalers, Nondurable Goods "
1,clinical coordinator Clinical Nurse Specialists Administration of Human Resource Programs 
1,"technical manager Architectural and Engineering manager Religious, Grantmaking, Civic, Professional, and Similar Organizations"
1,"bagger debagger Packers and Packagers, Hand Merchant Wholesalers, Nondurable Goods "
2,"territory sales representative Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Merchant Wholesalers, Nondurable Goods "
1,medical technologist Medical and Clinical Laboratory Technologists Hospitals
1,"yard driver cooler Industrial Truck and Tractor Operators Merchant Wholesalers, Nondurable Goods "
2,territory manager ii Sales manager Beverage and Tobacco Product Manufacturing
1,"filler operator Packaging and Filling Machine Operators and Tenders Merchant Wholesalers, Nondurable Goods "
1,"producer Producers Professional, Scientific, and Technical Services"
2,territory manager Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,patient care technical Licensed Practical and Licensed Vocational Nurse Ambulatory Health Care Services
1,medical laboratory technician Medical and Clinical Laboratory Technicians Administration of Human Resource Programs 
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
3,director consumer marketing Marketing manager Beverage and Tobacco Product Manufacturing
1,occupational therapist Occupational Therapists Hospitals
2,"hp inside sales representative Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products Administrative and Support Services"
1,pharmacist staff Pharmacists Administration of Human Resource Programs 
1,mammographer Radiologic Technologists Administration of Human Resource Programs 
1,respiratory therapist respiratory care practitioner Respiratory Therapists Administration of Human Resource Programs 
1,occupational therapist Occupational Therapists Hospitals
2,"sales merchandising representative Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Merchant Wholesalers, Nondurable Goods "
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,ct pet technician Radiologic Technicians Administration of Human Resource Programs 
